Key,HoldTime,FlightTime,DigraphLatency
t,0.0635,1.4854,1.485
h,0.0881,0.2088,0.1842
e,0.0947,0.1654,0.1588
n,0.082,0.1602,0.1729
c,0.121,0.5981,0.5591
o,0.0629,0.1431,0.2011
n,0.0693,0.2179,0.2115
t,0.0642,0.2021,0.2071
a,0.0824,0.1548,0.1366
c,0.1092,0.2517,0.225
t,0.0732,0.1126,0.1486
a,0.141,0.9835,0.9157
n,0.0697,0.1171,0.1884
e,0.0892,0.6529,0.6334
x,0.045,0.1874,0.2316
v,0.0831,0.6812,0.6432
a,0.0877,0.228,0.2234
c,0.0991,0.65,0.6386
u,0.0726,0.1043,0.1308
a,0.1301,0.1661,0.1086
t,0.0697,0.1043,0.1648
i,0.0583,0.3575,0.3689
o,0.0894,0.1842,0.1531
n,0.0886,0.1901,0.1908
c,0.0967,1.4966,1.4886
h,0.0725,0.115,0.1391
o,0.0602,0.2808,0.2932
p,0.0745,0.2309,0.2167
p,0.0945,0.1742,0.1542
e,0.092,0.1118,0.1143
r,0.0779,0.1825,0.1966
a,0.1189,0.8256,0.7847
n,0.0635,0.0923,0.1477
d,0.1359,0.2327,0.1603
e,0.0931,0.3248,0.3676
s,0.0701,0.4936,0.5166
c,0.075,0.2203,0.2154
a,0.0676,0.1899,0.1973
p,0.0523,0.2349,0.2501
e,0.1001,0.1477,0.1
.,0.065,0.3986,0.4336
b,0.0808,1.321,1.3052
a,0.1057,0.1254,0.1005
c,0.0994,0.2625,0.2687
k,0.0653,0.0975,0.1317
i,0.055,0.2671,0.2774
n,0.0693,0.1786,0.1643
t,0.098,0.3363,0.3076
h,0.0652,0.0745,0.1073
e,0.112,0.1805,0.1338
p,0.0586,0.4097,0.463
r,0.1065,0.1669,0.119
e,0.1054,0.1877,0.1888
s,0.068,0.157,0.1944
e,0.0839,0.2005,0.1846
n,0.0509,0.0671,0.1001
t,0.1112,0.8196,0.7593
",",0.0633,0.3278,0.3757
t,0.0866,0.4704,0.447
h,0.0785,0.1966,0.2047
e,0.1025,0.1814,0.1574
s,0.0852,0.5834,0.6008
q,0.1081,0.361,0.3381
u,0.0709,0.1063,0.1435
a,0.1226,0.1407,0.089
d,0.0892,0.5141,0.5474
",",0.0624,0.5643,0.591
e,0.0451,0.9886,1.0059
v,0.0696,0.5748,0.5503
a,0.0968,0.1471,0.1198
c,0.0995,0.494,0.4913
u,0.0677,0.1382,0.1699
t,0.0628,0.2498,0.2547
e,0.0929,0.6446,0.6145
s,0.0922,0.1865,0.1872
f,0.0895,1.9767,1.9794
r,0.0808,0.202,0.2107
o,0.0659,0.0738,0.0888
m,0.0722,0.1805,0.1742
t,0.1168,0.3403,0.2957
h,0.0677,0.7559,0.805
r,0.1199,0.1871,0.1349
t,0.1018,1.0244,1.0424
o,0.0593,0.0861,0.1287
w,0.0886,0.3916,0.3623
n,0.0662,0.0798,0.1022
o,0.0513,0.4338,0.4487
n,0.0639,0.2013,0.1887
t,0.0987,0.3004,0.2657
h,0.0535,0.074,0.1191
e,0.1014,0.1749,0.127
s,0.0964,0.4328,0.4378
e,0.0682,0.1856,0.2139
a,0.0862,0.1805,0.1626
k,0.0653,0.5761,0.5969
h,0.0536,0.2264,0.2382
n,0.0137,0.9723,1.0122
i,0.0627,0.2346,0.1856
g,0.092,0.2908,0.2614
h,0.045,0.0522,0.0992
t,0.0822,0.1636,0.1264
b,0.069,2.0642,2.0775
i,0.0685,0.2237,0.2241
g,0.0916,0.336,0.3129
b,0.0565,0.2755,0.3107
i,0.0484,0.1955,0.2035
r,0.0676,0.1595,0.1404
d,0.0967,0.2212,0.192
.,0.0597,0.5428,0.5798
w,0.1047,1.6232,1.5782
h,0.0648,0.1375,0.1773
i,0.0981,0.241,0.2077
c,0.1216,0.1303,0.1068
h,0.0881,0.156,0.1896
h,0.0633,0.4807,0.5055
a,0.0997,0.137,0.1006
d,0.0938,0.2322,0.2381
g,0.0583,1.0256,1.0611
r,0.087,0.3108,0.2821
i,0.063,0.19,0.214
g,0.0566,0.2761,0.2825
g,0.0763,0.1301,0.1104
s,0.1192,0.1345,0.0916
o,0.0584,0.5433,0.604
n,0.0856,0.2006,0.1735
i,0.0671,0.3643,0.3829
t,0.109,0.1656,0.1237
.,0.0575,0.283,0.3346
t,0.07,1.3786,1.3661
h,0.0848,0.1748,0.16
e,0.1211,0.1662,0.1298
n,0.0863,0.0723,0.1071
s,0.11,0.4003,0.3766
o,0.0568,0.3606,0.4138
a,0.1041,0.1933,0.1459
p,0.0543,0.3016,0.3515
e,0.1199,1.4433,1.3777
c,0.0942,1.098,1.1236
v,0.0905,0.7171,0.7208
a,0.1284,0.2812,0.2433
c,0.0699,0.4077,0.4663
u,0.0804,0.1946,0.1841
a,0.117,0.1544,0.1178
t,0.0677,0.0898,0.139
e,0.0839,0.1509,0.1347
s,0.1103,0.5974,0.571
f,0.0996,0.707,0.7178
r,0.0793,0.2013,0.2216
o,0.0658,0.0983,0.1117
m,0.0539,0.1777,0.1896
t,0.1002,0.5529,0.5067
h,0.0574,0.0947,0.1374
e,0.1377,0.1973,0.117
t,0.1318,1.0342,1.0401
o,0.0649,0.0766,0.1434
t,0.069,0,0
h,0.0684,0.1736,0.1742
e,0.1391,0.1289,0.0582
n,0.0832,0.112,0.1678
s,0.1077,0.6963,0.6718
o,0.0622,0.1406,0.1862
p,0.0685,0.2099,0.2035
a,0.1035,0.7884,0.7535
p,0.0537,0.0815,0.1313
a,0.1231,0.4634,0.394
n,0.0539,0.0439,0.1131
d,0.1201,0.2329,0.1667
h,0.06,1.0804,1.1404
i,0.0502,0.1929,0.2028
s,0.0968,0.18,0.1333
s,0.0932,0.3148,0.3184
a,0.0684,0.1567,0.1815
s,0.0953,0.1884,0.1615
t,0.0586,0.9743,1.0109
e,0.1015,0.1581,0.1152
a,0.1225,0.259,0.238
m,0.06,0.109,0.1715
",",0.0542,0.2856,0.2914
g,0.085,0.5542,0.5233
r,0.0909,0.372,0.3661
i,0.0643,0.2891,0.3157
g,0.0693,0.3863,0.3813
g,0.0808,0.1154,0.1038
s,0.1322,0.1416,0.0903
m,0.0879,1.0055,1.0498
a,0.1215,0.1549,0.1213
r,0.058,0.2103,0.2738
i,0.0634,0.4028,0.3974
n,0.0653,0.1739,0.172
e,0.1038,0.1327,0.0941
s,0.1105,0.526,0.5194
u,0.0771,0.6434,0.6767
a,0.0985,0.1948,0.1734
d,0.0621,0.2989,0.3353
a,0.1471,1.2555,1.1705
n,0.0697,0.0832,0.1605
d,0.1104,0.4367,0.396
s,0.1269,0.5539,0.5375
g,0.0738,0.1568,0.2099
t,0.0732,0.1866,0.1872
k,0.0913,0.9092,0.8911
a,0.1561,0.2171,0.1522
m,0.0937,0.3766,0.439
a,0.1244,0.1774,0.1467
r,0.0678,0.2699,0.3264
o,0.0495,0.3994,0.4178
v,0.0926,0.7326,0.6894
s,0.1043,0.2249,0.2132
r,0.0993,1.5182,1.5231
u,0.048,0.1235,0.1749
s,0.0908,0.3195,0.2768
s,0.0846,0.1888,0.195
i,0.0639,0.1352,0.1559
a,0.1041,0.1124,0.0722
n,0.0642,0.1148,0.1547
l,0.0802,0.702,0.686
o,0.0734,0.1814,0.1882
t,0.029,0.2751,0.3195
y,0.0697,0.9084,0.8677
a,0.1303,0.1711,0.1106
l,0.0745,0.0839,0.1397
i,0.0515,0.1746,0.009
o,0.0701,0.0096,0.1886
s,0.0973,0.7014,0.6652
t,0.0496,0.053,0.1007
s,0.0912,0.1045,0.0628
a,0.1199,1.4125,1.3839
t,0.0718,0.1057,0.1538
t,0.0765,0.1353,0.1306
e,0.1149,0.1585,0.12
m,0.0744,0.1923,0.2328
p,0.0671,0.2215,0.2288
t,0.067,0.2551,0.2552
t,0.09,0.5038,0.4808
o,0.053,0.5136,0.5506
c,0.0742,0.4753,0.4541
a,0.1066,0.232,0.1996
t,0.0448,0.0327,0.0945
p,0.0561,0.6609,0.6496
t,0.0926,0.4183,0.3818
u,0.062,0.0872,0.1178
r,0.0909,0.2272,0.1984
e,0.0966,0.184,0.1783
v,0.0953,0.4325,0.4338
i,0.0599,0.0971,0.1326
c,0.0981,0.364,0.3258
t,0.0913,0.2893,0.2961
o,0.055,0.0622,0.0985
r,0.0782,0.3209,0.2977
z,0.0801,0.74,0.7381
a,0.0924,0.2267,0.2145
k,0.0725,0.3952,0.415
h,0.0667,0.2001,0.2059
a,0.131,0.175,0.1108
e,0.0974,0.3952,0.4288
v,0.0709,0.1838,0.2103
",",0.0634,1.1204,1.1279
i,0.0686,0.3875,0.3823
m,0.0828,0.2013,0.1871
r,0.0891,0.197,0.1907
a,0.1236,0.2547,0.2202
n,0.0561,0.0648,0.1323
z,0.0953,0.9214,0.8823
a,0.0985,0.5377,0.5345
k,0.06,0.1096,0.1481
h,0.0657,0.3648,0.3591
a,0.1578,0.1888,0.0967
e,0.0935,0.6273,0.6916
v,0.068,0.1658,0.1913
s,0.1369,0.2175,0.1486
s,0.0919,0.4687,0.5137
o,0.0554,0.1577,0.1942
n,0.0673,0.2009,0.189
f,0.125,1.3837,1.326
o,0.044,0.0462,0.1272
r,0.0924,0.1867,0.1383
i,0.0541,0.2823,0.3206
n,0.0655,0.1925,0.1811
f,0.0877,0.399,0.3768
o,0.0492,0.0613,0.0997
r,0.077,0.151,0.1232
m,0.0767,0.1243,0.1247
a,0.1305,0.1743,0.1204
t,0.0373,0.1206,0.2138
i,0.048,0.3464,0.3358
o,0.0661,0.1521,0.134
b,0.0161,0.1433,0.0147
n,0.0532,0.0223,0.1787
h,0.0651,1.0863,1.0596
o,0.0743,0.203,0.1938
w,0.1146,0.2292,0.1889
e,0.0939,0.1881,0.2088
v,0.0727,0.4913,0.5125
e,0.1131,0.1412,0.1007
r,0.0559,0.0628,0.1201
j,0.0796,1.1231,1.0993
u,0.0734,0.2067,0.2129
s,0.1827,0.216,0.1067
t,0.0848,0.2566,0.3545
e,0.103,1.0959,1.0776
w,0.1163,0.7689,0.7556
h,0.0845,0.0945,0.1263
e,0.108,0.143,0.1195
n,0.0805,0.1407,0.1682
t,0.1005,0.3623,0.3423
h,0.0598,0.0665,0.1072
e,0.1207,0.1896,0.1287
s,0.1101,0.4797,0.4903
t,0.0501,0.0898,0.1498
r,0.0927,0.1801,0.1375
i,0.0557,0.1371,0.1741
k,0.0609,0.1852,0.18
e,0.1058,0.2038,0.1589
f,0.1153,0.8497,0.8402
o,0.0546,0.0616,0.1223
r,0.075,0.1456,0.1252
c,0.0731,0.2841,0.2859
e,0.1218,0.1773,0.1286
c,0.1057,0.5905,0.6066
o,0.0619,0.0962,0.14
r,0.1314,0.8073,0.7378
n,0.0943,0.1817,0.2188
e,0.1328,0.7753,0.7368
r,0.0595,0.0675,0.1408
s,0.1045,0.2168,0.1718
v,0.1009,1.4329,1.4364
i,0.063,0.1528,0.1907
c,0.1072,0.3573,0.3131
t,0.0682,0.161,0.2
o,0.0527,0.2066,0.2222
r,0.0937,0.177,0.136
",",0.0618,0.2593,0.2911
h,0.0692,0.8223,0.8149
e,0.1048,0.1329,0.0973
c,0.1015,0.4202,0.4235
o,0.0644,0.1124,0.1495
m,0.0678,0.1998,0.1963
m,0.0599,0.1428,0.1508
i,0.0487,0.1471,0.1583
t,0.0541,0.2861,0.2806
s,0.1191,0.2645,0.1996
s,0.0976,1.1593,1.1809
u,0.067,0.2962,0.3268
i,0.07,0.197,0.194
c,0.1114,0.2541,0.2127
i,0.0758,0.0979,0.1335
d,0.0816,0.2509,0.2451
e,0.0898,0.2168,0.2086
b,0.084,0.7275,0.7333
y,0.0628,0.2623,0.2835
s,0.1131,0.4641,0.4137
h,0.0706,0.1136,0.1561
o,0.0519,0.2919,0.3106
o,0.1101,0.1713,0.1131
t,0.1006,0.2504,0.2598
i,0.0657,0.0943,0.1292
n,0.0806,0.182,0.1671
g,0.1044,0.1379,0.114
h,0.0706,0.2988,0.3326
i,0.0874,0.2182,0.2014
m,0.1035,0.1942,0.1782
s,0.1249,0.1843,0.1629
e,0.0861,0.2074,0.2462
l,0.0807,0.1039,0.1093
f,0.1147,0.3253,0.2914
i,0.0739,0.4956,0.5363
n,0.0847,0.224,0.2132
t,0.1148,0.4116,0.3815
h,0.063,0.0523,0.1042
e,0.1219,0.1967,0.1378
h,0.0654,0.3126,0.3692
e,0.1112,0.1322,0.0863
a,0.0922,0.2006,0.2197
d,0.1213,0.2148,0.1857
t,0.0817,0.2615,0.3012
o,0.0586,0.0803,0.1034
a,0.0922,0.4132,0.3796
v,0.1273,0.282,0.2469
o,0.057,0.069,0.1393
i,0.0523,0.182,0.1867
d,0.1058,0.4351,0.3815
c,0.0846,0.6677,0.6888
a,0.1092,0.2215,0.1969
p,0.0501,0.5321,0.5912
t,0.1122,0.2921,0.23
u,0.0647,0.1234,0.1709
r,0.1216,0.1497,0.0929
e,0.1209,0.2151,0.2158
.,0.0649,0.2055,0.2616
i,0.0752,0,0
n,0.0752,0.1853,0.1852
a,0.102,0.298,0.2712
c,0.0936,0.3868,0.3953
t,0.0708,0.1604,0.1832
t,0.0643,0.3298,0.3363
g,0.0191,0.3875,0.0091
h,0.0435,0.0152,0.4236
r,0.0917,0.152,0.0946
e,0.1,0.243,0.2348
e,0.0975,0.1581,0.1606
",",0.0557,1.1284,1.1702
m,0.0746,1.5027,1.4838
c,0.1098,0.3043,0.2691
t,0.0755,0.6402,0.6745
a,0.1018,0.185,0.1587
v,0.0955,0.3978,0.4041
i,0.0574,0.1368,0.175
s,0.136,0.1527,0.0742
h,0.0666,0.1446,0.214
a,0.111,0,0
n,0.0501,0.1128,0.1737
d,0.1062,0.179,0.1228
h,0.0587,0.6516,0.6992
i,0.0546,0.2049,0.209
s,0.1092,0.1825,0.1278
s,0.082,0.5076,0.5347
q,0.133,0.2629,0.2119
u,0.0497,0.7251,0.8084
a,0.1036,0.1891,0.1352
d,0.167,0.7772,0.7138
j,0.0587,1.8822,1.9905
o,0.0686,0.1995,0.1896
i,0.0514,0.1671,0.1842
n,0.081,0.1779,0.1483
e,0.0995,0.1614,0.1429
d,0.1028,0.1863,0.183
b,0.1074,0.4516,0.447
y,0.0694,0.194,0.2319
a,0.1135,0.3571,0.313
n,0.0608,0.0438,0.0964
a,0.1304,0.4775,0.4079
m,0.0679,0.0742,0.1368
e,0.0997,0.2,0.1681
r,0.0837,0.2063,0.2223
i,0.054,0.1959,0.2255
c,0.1199,0.1735,0.1077
a,0.1206,0.2416,0.2408
n,0.0501,0.0578,0.1282
s,0.1064,0.549,0.4927
n,0.065,0.2468,0.2882
i,0.0526,0.2449,0.2572
p,0.0793,0.2015,0.1748
e,0.0897,0.1874,0.177
r,0.0739,0.1762,0.192
t,0.1023,0.3165,0.2882
e,0.1183,0.2397,0.2236
a,0.1295,0.2382,0.227
m,0.0633,0.0691,0.1353
a,0.1001,0.3401,0.3034
n,0.0587,0.0948,0.1362
d,0.1112,0.2033,0.1508
a,0.1184,0.6368,0.6296
n,0.052,0.0549,0.1214
a,0.0935,0.4737,0.4321
m,0.0618,0.1214,0.1532
e,0.1104,0.1689,0.1203
r,0.0685,0.1841,0.226
i,0.0436,0.1254,0.1503
c,0.0725,0.3659,0.3369
a,0.1022,0.2227,0.193
n,0.0489,0.0745,0.1278
m,0.0663,0.9947,0.9773
a,0.0913,0.1851,0.16
r,0.1006,0.4851,0.4758
i,0.0576,0.0856,0.1286
n,0.0645,0.1915,0.1846
e,0.098,0.1395,0.1061
s,0.1005,0.5867,0.5841
u,0.0674,0.3902,0.4233
q,0.0994,0.7364,0.7044
u,0.0746,0.4868,0.5116
a,0.1024,0.1237,0.0959
d,0.1104,0.2831,0.2751
a,0.1081,0.3403,0.3426
t,0.0746,0.1689,0.2023
t,0.0812,0.1415,0.1349
e,0.0946,0.1684,0.1551
m,0.0742,0.1027,0.1231
p,0.0585,0.2311,0.2468
t,0.0883,0.2263,0.1965
t,0.0911,0.2878,0.285
o,0.0606,0.1221,0.1526
r,0.0828,0.8876,0.8654
e,0.0801,0.1763,0.1789
t,0.0605,0.1129,0.1326
a,0.1405,0.174,0.094
k,0.0699,0.347,0.4176
e,0.101,0.1866,0.1555
a,0.1706,0.6882,0.6186
l,0.0807,1.2452,1.3351
a,0.1114,0.176,0.1453
u,0.0632,0.2571,0.3053
v,0.0993,0.4773,0.4412
h,0.0652,0.2451,0.2792
f,0.0647,0.5487,0.5492
a,0.1057,0.1818,0.1408
c,0.098,0.2738,0.2815
i,0.0735,0.1254,0.15
l,0.078,0.2028,0.1983
t,0.083,0.2585,0.2535
y,0.06,0.0967,0.1197
c,0.0971,0.8115,0.7745
a,0.0836,0.2182,0.2316
p,0.0551,0.0801,0.1087
t,0.0896,0.476,0.4415
u,0.0453,0.1008,0.145
r,0.0861,0.2699,0.2291
e,0.0737,0.1725,0.1849
d,0.082,0.1584,0.1501
b,0.0746,0.3453,0.3526
y,0.0671,0.2034,0.2109
t,0.0884,0.8387,0.8173
h,0.0667,0.0757,0.0974
e,0.1142,0.1794,0.1319
r,0.0999,0.2808,0.2951
u,0.0589,0.1681,0.2091
s,0.0792,0.202,0.1817
s,0.0821,0.5117,0.5089
i,0.0637,0.1444,0.1627
a,0.1143,0.1227,0.0721
n,0.0711,0.1061,0.1493
u,0.0727,0.5596,0.558
l,0.1094,0.4608,0.4242
t,0.077,0.3233,0.3558
r,0.0678,0.1757,0.1849
a,0.1268,0.2657,0.2067
n,0.0626,0.3652,0.4294
a,0.1267,0.1953,0.1311
t,0.0497,0.1361,0.2132
i,0.0628,0.3145,0.3014
o,0.0756,0.1625,0.1497
n,0.0807,0.175,0.1699
a,0.1268,0.1442,0.0981
l,0.0611,0.0688,0.1345
i,0.065,0.1797,0.1758
s,0.1071,0.1391,0.097
t,0.0584,0.1358,0.1845
s,0.1544,0.2874,0.1915
p,0.0567,1.2282,1.3259
r,0.1048,0.2112,0.1631
i,0.0677,0.2059,0.243
c,0.0849,0.2391,0.2218
e,0.0998,0.2266,0.2117
k,0.0696,0.4144,0.4446
n,0.0728,0.2121,0.2088
e,0.0928,0.1693,0.1493
w,0.0891,0.1797,0.1834
z,0.0998,0,0
a,0.1183,0.2417,0.2231
k,0.079,0.2991,0.3384
h,0.068,0.1862,0.1972
a,0.1351,0.1526,0.0855
e,0.0976,0.5049,0.5424
v,0.066,0.093,0.1246
w,0.116,0.4497,0.3997
a,0.0874,0.2026,0.2312
s,0.0967,0.2014,0.1921
o,0.0626,0.3816,0.4156
u,0.0567,0.2265,0.2325
t,0.0799,0.2507,0.2275
r,0.0601,0.2724,0.2922
a,0.131,0.1389,0.0681
g,0.063,0.1842,0.2522
e,0.0886,0.1217,0.0961
d,0.1036,0.1842,0.1692
b,0.0649,0.3906,0.4293
y,0.0682,0.2132,0.21
t,0.0626,0.2031,0.2088
h,0.0812,0.1597,0.141
e,0.0962,0.1032,0.0882
d,0.081,0.3785,0.3938
e,0.0752,0.198,0.2038
a,0.1087,0.2123,0.1788
t,0.064,0.076,0.1207
h,0.0696,0.1623,0.1567
o,0.064,0.4895,0.4951
f,0.1034,0.2351,0.1958
h,0.0602,0.3815,0.4247
i,0.0626,0.1898,0.1874
s,0.1063,0.1273,0.0835
s,0.0997,0.3931,0.3998
o,0.0576,0.0676,0.1097
n,0.0716,0.1973,0.1833
a,0.1113,0,0
n,0.0671,0.0757,0.1199
d,0.1059,0.1886,0.1498
w,0.092,0.3958,0.4097
o,0.0685,0.1027,0.1262
u,0.0601,0.1936,0.202
l,0.0744,0.1856,0.1712
d,0.1048,0.1545,0.1241
t,0.0715,0.3651,0.3985
h,0.0775,0.1537,0.1477
r,0.0956,0.1122,0.0941
e,0.0975,0.1821,0.1802
a,0.119,0.2207,0.1992
t,0.0524,0.1295,0.1961
e,0.0832,0.1326,0.1018
n,0.0706,0.1617,0.1742
t,0.0918,0.3234,0.3022
o,0.0604,0.1071,0.1385
l,0.0795,0.3207,0.3016
a,0.1366,0.4945,0.4373
u,0.0539,0.0803,0.1631
n,0.0739,0.7046,0.6845
c,0.1073,0.1755,0.1422
h,0.0535,0.1417,0.1955
i,0.0466,0.4539,0.4608
c,0.0838,0.3502,0.3131
b,0.0552,0.1968,0.2254
m,0.0651,0.3603,0.3505
s,0.0998,0.169,0.1343
a,0.153,0.3178,0.2645
t,0.074,0.2553,0.3344
t,0.0666,0.2354,0.2427
h,0.0614,0.1484,0.1536
e,0.0977,0.1038,0.0675
u,0.0502,0.4475,0.495
s,0.1147,0.1622,0.0978
.,0.0444,0.2379,0.3081
t,0.0541,1.3778,1.3681
h,0.0881,0.1716,0.1376
e,0.1044,0.121,0.1047
y,0.0589,0.1029,0.1484
f,0.096,0.4733,0.4362
i,0.0517,0.1269,0.1712
r,0.0641,0.2105,0.1982
s,0.1156,0.2146,0.1631
t,0.0613,0.0667,0.121
r,0.0873,0.4501,0.4242
e,0.0835,0.1902,0.194
s,0.1023,0.2179,0.1991
c,0.1069,0.6564,0.6518
u,0.0533,0.0769,0.1306
e,0.1085,0.1691,0.1139
g,0.0492,1.2153,1.2745
r,0.0859,0.2056,0.1689
i,0.0584,0.1859,0.2134
g,0.093,0.3159,0.2814
g,0.0686,0.1605,0.1849
s,0.1012,0.4071,0.3744
a,0.0993,0.6654,0.6672
f,0.0642,0.2254,0.2605
t,0.0758,0.1858,0.1741
e,0.1109,0.114,0.079
r,0.0765,0.0881,0.1225
h,0.066,0.9374,0.9478
e,0.1097,0.1514,0.1077
m,0.0673,0.2703,0.3127
i,0.0604,0.1937,0.2006
s,0.0974,0.1239,0.0868
s,0.0962,0.1335,0.1348
e,0.0793,0.1741,0.191
s,0.097,0.1909,0.1732
t,0.0573,0.6906,0.7303
h,0.0753,0.1789,0.1609
e,0.1423,0.1463,0.0793
l,0.0637,0.2819,0.3605
a,0.1096,0.1588,0.1129
n,0.0601,0.0791,0.1285
d,0.0847,0.3022,0.2777
i,0.065,0.1067,0.1264
n,0.0897,0.2139,0.1892
g,0.1009,0.1525,0.1413
z,0.1239,0.591,0.5679
o,0.0531,0.0927,0.1636
n,0.0619,0.1896,0.1808
e,0.1325,0.1612,0.0906
a,0.1363,0.7139,0.7102
n,0.0625,0.0904,0.1641
d,0.1038,0.2402,0.1989
t,0.0639,0.4385,0.4785
h,0.0844,0.1748,0.1542
e,0.1275,0.1774,0.1343
n,0.0722,0.0444,0.0996
t,0.0625,0.6749,0.6846
h,0.0798,0.1911,0.1738
e,0.1002,0.1072,0.0868
y,0.0719,0.1179,0.1462
l,0.0258,0.9407,0.9868
k,0.0638,0.6181,0.5801
n,0.0746,0.1992,0.1884
o,0.0607,0.2017,0.2156
c,0.1004,0.4278,0.3881
j,0.0545,0.1221,0.1679
o,0.0623,0.9402,0.9324
u,0.0731,0.2351,0.2243
t,0.0743,0.2121,0.2108
t,0.0746,0.6279,0.6276
h,0.084,0.1875,0.1782
e,0.0948,0.1355,0.1248
p,0.0716,0.7343,0.7575
o,0.0646,0.1836,0.1906
w,0.0866,0.3307,0.3088
e,0.0862,0.1935,0.1939
r,0.0603,0.0874,0.1133
t,0.0949,0.4504,0.4157
o,0.0621,0.1021,0.1349
t,0.0753,0.3504,0.3372
h,0.0782,0.1796,0.1767
e,0.127,0.1784,0.1296
i,0.0742,1.0358,1.0886
c,0.1103,0.3417,0.3056
b,0.0639,0.2483,0.2947
m,0.0709,0.2499,0.2429
f,0.0643,0.4992,0.5059
a,0.1048,0.1541,0.1136
c,0.1253,0.262,0.2415
i,0.0536,0.0401,0.1118
l,0.0741,0.1899,0.1695
u,0.0451,0.1692,0.1982
t,0.0913,0.4541,0.4079
y,0.0606,0.0503,0.081
.,0.0661,0.9641,0.9586
t,0.0986,0,0
h,0.0733,0.1061,0.1313
e,0.1288,0.1542,0.0988
y,0.0649,0.0673,0.1312
t,0.0801,0.4239,0.4087
h,0.0851,0.1548,0.1498
e,0.1184,0.1342,0.1009
n,0.08,0.0494,0.0878
m,0.0719,0,0
e,0.0828,0.1423,0.1314
e,0.1112,0.1606,0.1322
t,0.0871,0.0961,0.1202
w,0.0758,0.5668,0.5781
i,0.0632,0.1409,0.1535
t,0.1162,0.2264,0.1734
h,0.0486,0.0506,0.1182
t,0.1012,0.3273,0.2747
h,0.072,0.0933,0.1225
e,0.1178,0.1722,0.1264
a,0.1116,0.3519,0.358
m,0.0668,0.0925,0.1374
e,0.1044,0.1747,0.137
r,0.0856,0.1995,0.2183
i,0.0649,0.1355,0.1562
c,0.1043,0.2602,0.2208
a,0.1327,0.2337,0.2052
n,0.0582,0.0455,0.12
s,0.1101,0.4405,0.3887
n,0.0761,0.1227,0.1566
i,0.0734,0.3292,0.3319
p,0.0825,0.2212,0.2122
e,0.0859,0.2829,0.2794
r,0.081,0.1717,0.1767
t,0.0959,0.2923,0.2774
e,0.1117,0.2862,0.2704
a,0.1258,0.2206,0.2066
m,0.0625,0.0881,0.1514
b,0.0648,0.414,0.4117
u,0.0743,0.236,0.2266
t,0.0729,0.2074,0.2088
b,0.0832,0.6109,0.6006
y,0.0663,0.2096,0.2265
t,0.0744,0.2301,0.222
h,0.0769,0.1727,0.1701
e,0.1265,0.1543,0.1047
n,0.0662,0.0814,0.1417
",",0.0541,0.448,0.46
t,0.0546,0.5185,0.5181
w,0.1138,0.2521,0.1929
o,0.0601,0.2486,0.3024
i,0.0699,1.0985,1.0886
c,0.1056,0.3261,0.2904
b,0.0637,0.214,0.2559
m,0.0652,0.3517,0.3501
s,0.1108,0.1494,0.1038
a,0.1003,0.303,0.3135
r,0.0705,0.2016,0.2314
e,0.1136,0.1694,0.1263
l,0.0786,1.0418,1.0769
a,0.1234,0.1625,0.1177
u,0.0695,0.3287,0.3826
n,0.0844,0.2036,0.1886
c,0.1255,0.2888,0.2477
h,0.0704,0.2029,0.258
e,0.097,0.1233,0.0967
d,0.1019,0.1791,0.1742
t,0.0741,0.3774,0.4052
t,0.0396,0.647,0.6815
h,0.0701,0.4025,0.372
e,0.0944,0.1562,0.132
u,0.0588,0.4949,0.5304
s,0.1147,0.2312,0.1754
e,0.0875,0.7756,0.8028
a,0.0958,0.2056,0.1973
s,0.1013,0.2002,0.1947
t,0.073,0.2156,0.2438
e,0.081,0.0967,0.0888
r,0.0755,0.1515,0.157
n,0.0955,0.6964,0.6765
c,0.1561,0.614,0.5534
o,0.0593,0.1691,0.2658
a,0.1116,0.6968,0.6446
s,0.137,0.2855,0.2601
t,0.0697,0.0805,0.1478
w,0.1019,0.6883,0.6561
i,0.0552,0.1327,0.1794
t,0.0914,0.2054,0.1692
h,0.0632,0.1037,0.1318
t,0.0968,0.3095,0.2759
h,0.0623,0.109,0.1434
e,0.1283,0.2499,0.1839
p,0.0586,0.7272,0.7969
o,0.0686,0.2099,0.2
t,0.0486,0.3403,0.3603
e,0.1117,0.1637,0.1006
n,0.0822,0.1802,0.2098
t,0.0624,0.227,0.2467
i,0.0743,0.2908,0.2789
a,0.1457,0.2248,0.1534
l,0.0701,0.1665,0.2421
t,0.0955,0.7141,0.6886
o,0.0532,0.084,0.1264
k,0.0795,0.8401,0.8138
i,0.0655,0.175,0.189
l,0.056,0.1678,0.1772
l,0.089,0.1643,0.1313
f,0.1007,1.138,1.1263
o,0.0762,0.0971,0.1215
r,0.0834,0.3137,0.3066
t,0.0643,0.1382,0.1572
y,0.072,0.1676,0.1599
m,0.0907,0.9998,0.9811
i,0.0742,0.2097,0.2261
l,0.0692,0.1654,0.1705
l,0.0886,0.1444,0.125
i,0.0889,0.2074,0.2072
o,0.0678,0.2708,0.2919
n,0.0803,0.1948,0.1823
p,0.0711,0.3827,0.3919
e,0.1408,0.3596,0.2899
o,0.0558,0.1065,0.1916
p,0.0776,0.1565,0.1347
l,0.1022,0.1698,0.1451
e,0.1078,0.15,0.1444
.,0.0645,0.075,0.1183
