Key,HoldTime,FlightTime,DigraphLatency
e,0.1099,0.1244,0.0918
f,0.13,0.4435,0.4234
i,0.0629,0.1273,0.1944
r,0.0883,0.215,0.1896
s,0.1141,0.2249,0.1991
t,0.0619,0.0894,0.1416
b,0.059,0.45,0.4529
a,0.1174,0.1453,0.0869
t,0.0582,0.1847,0.2438
t,0.0764,0.134,0.1158
a,0.1475,0.1992,0.1282
l,0.0803,0.1935,0.2607
i,0.059,0.2027,0.224
o,0.0743,0.1789,0.1636
n,0.0726,0.1977,0.1995
s,0.107,0,0
e,0.1021,0.2255,0.2303
v,0.06,0.1607,0.2028
e,0.1316,0.1831,0.1116
n,0.0894,0.0774,0.1196
t,0.0546,0.2151,0.2498
y,0.0658,0.17,0.1588
f,0.1262,0.6002,0.5398
i,0.0714,0.3059,0.3607
f,0.1228,0.1805,0.1291
t,0.0779,0.2783,0.3232
h,0.075,0.1766,0.1795
r,0.1133,0.4042,0.3658
a,0.1515,0.2758,0.2377
n,0.0828,0.0935,0.1622
g,0.0735,0.2736,0.283
e,0.0964,0.1611,0.1382
r,0.0669,0.0719,0.1014
r,0.0647,1.3798,1.3819
e,0.091,0.1796,0.1533
g,0.052,0.1426,0.1815
i,0.0693,0.348,0.3308
m,0.067,0.1917,0.1939
e,0.1253,0.1609,0.1026
n,0.0796,0.1005,0.1463
t,0.057,0.2135,0.2361
s,0.1324,1.6657,1.5902
h,0.0758,0.3933,0.4499
t,0.0652,0.4718,0.4824
f,0.1206,1.2678,1.2124
l,0.1142,0.376,0.3823
e,0.1426,0.4731,0.4447
y,0.0593,0.0707,0.1541
p,0.0558,0,0
r,0.0881,0.1735,0.1413
i,0.0753,0.1481,0.1608
v,0.0958,0.2902,0.2697
a,0.1208,0.1318,0.1068
t,0.0761,0.1013,0.146
e,0.1109,0.1383,0.1035
j,0.0738,0.4644,0.5014
a,0.1143,0.1718,0.1314
m,0.063,0.072,0.1233
e,0.0971,0.1653,0.1312
s,0.088,0.1721,0.1812
r,0.065,0.4717,0.4947
a,0.1401,0.1951,0.12
m,0.087,0.2683,0.3214
i,0.0693,0.2197,0.2374
r,0.1019,0.617,0.5844
e,0.086,0.1634,0.1793
z,0.0973,0.8817,0.8704
a,0.1055,0.3778,0.3696
r,0.0625,0.1232,0.1662
e,0.0923,0.1454,0.1157
c,0.0995,0.3786,0.3714
a,0.0988,0.2073,0.2081
l,0.0575,0.1338,0.1751
l,0.1024,0.159,0.1141
e,0.0918,0.1434,0.154
d,0.0926,0.1735,0.1727
u,0.0721,1.4875,1.508
p,0.0986,0.2193,0.1928
t,0.0964,0.2066,0.2088
o,0.0667,0.1441,0.1737
n,0.0691,0.1791,0.1766
t,0.1077,0.3157,0.2772
o,0.0631,0.1084,0.153
d,0.0772,0.5683,0.5543
e,0.0669,0.1754,0.1857
f,0.0626,0.1576,0.1619
e,0.0879,0.2039,0.1786
n,0.0587,0.091,0.1202
d,0.0897,0.2952,0.2643
v,0.0851,0.4684,0.473
i,0.0505,0.0882,0.1228
r,0.0895,0.2504,0.2114
g,0.1046,0.3513,0.3362
i,0.0601,0.1227,0.1673
n,0.0863,0.2058,0.1795
i,0.0646,0.6571,0.6789
a,0.1,0.1413,0.1058
a,0.1237,0.6928,0.6691
n,0.0766,0.1235,0.1706
d,0.1099,0.2869,0.2536
w,0.1003,0.9932,1.0029
a,0.085,0.1731,0.1884
s,0.0941,0.1709,0.1618
h,0.0671,0.1331,0.1601
i,0.0834,0.2227,0.2064
n,0.0811,0.191,0.1934
g,0.0971,0.1698,0.1537
t,0.1035,0.2592,0.2527
o,0.0692,0.1396,0.1739
n,0.0705,0.1989,0.1977
d,0.0892,0.6823,0.6637
c,0.0897,0.1854,0.1848
f,0.0791,0.8433,0.8539
r,0.0821,0.1988,0.1959
o,0.0656,0.1531,0.1696
m,0.0663,0.1761,0.1754
t,0.0948,0.3315,0.3029
h,0.0762,0.1374,0.156
e,0.1055,0.1326,0.1033
r,0.0915,0.2981,0.312
u,0.0467,0.2029,0.2477
s,0.1234,0.2446,0.1678
s,0.101,0.5874,0.6099
i,0.0719,0.1412,0.1703
a,0.1208,0.1526,0.1037
n,0.0701,0.0781,0.1288
s,0.051,0.5428,0.5619
s,0.1072,0.9952,0.939
+,0.0597,0.5089,0.5565
a,0.0978,0.3785,0.3404
t,0.0739,0.1661,0.1901
t,0.0903,0.1339,0.1175
a,0.0946,0.1276,0.1233
c,0.1346,0.308,0.268
k,0.0665,0.2229,0.291
.,0.0749,0.4173,0.4089
m,0.0582,0.934,0.9507
e,0.1008,0.144,0.1014
a,0.1172,0.2364,0.2199
n,0.0692,0.0862,0.1342
w,0.0894,0.4587,0.4385
h,0.0678,0.1006,0.1222
i,0.086,0.2192,0.2009
l,0.0839,0.1663,0.1684
e,0.115,0.156,0.1249
",",0.0733,0.2695,0.3112
t,0.0585,0.6086,0.6234
a,0.1163,0.185,0.1271
s,0.108,0.2316,0.2399
k,0.0694,0.1231,0.1617
f,0.0917,0.574,0.5517
o,0.0684,0.11,0.1333
r,0.1021,0.1737,0.14
c,0.0697,0.3213,0.3538
e,0.1168,0.1839,0.1368
1,0.1113,0.8602,0.8657
4,0.0474,0.3513,0.4151
1,0.149,0.8666,0.7651
n,0.0699,0,0
o,0.0667,0.2203,0.2235
w,0.1127,0.1957,0.1497
s,0.1208,0.4233,0.4151
h,0.0657,0.1084,0.1636
i,0.0754,0.4187,0.409
f,0.0868,0.1922,0.1808
t,0.0713,0.1127,0.1282
t,0.0829,0.2778,0.2662
h,0.0815,0.1793,0.1807
e,0.1203,0.1477,0.109
i,0.0679,0.1571,0.2095
r,0.0901,0.2188,0.1966
a,0.147,0.3171,0.2602
t,0.0609,0.1605,0.2466
t,0.0844,0.1405,0.1171
e,0.1196,0.4122,0.3769
n,0.0898,0.1119,0.1417
t,0.0595,0.2086,0.239
i,0.0566,0.2822,0.285
o,0.0714,0.1851,0.1704
n,0.0789,0.1805,0.173
t,0.1043,0.6278,0.6024
o,0.0633,0.09,0.1309
m,0.0917,0.7176,0.6893
a,0.1377,0.175,0.1289
k,0.0714,0.1043,0.1706
a,0.1198,0.3191,0.2707
r,0.0537,0.1589,0.225
o,0.0524,0.5108,0.512
v,0.106,0.2416,0.188
t,0.0732,0,0
h,0.0909,0.1742,0.1565
e,0.1176,0.1419,0.1152
y,0.0605,0.0575,0.1146
g,0.0754,0.6899,0.675
o,0.0587,0.1057,0.1223
t,0.1172,0.4516,0.3932
o,0.0587,0.0634,0.1218
r,0.1087,0.6836,0.6336
i,0.0718,0.1051,0.142
o,0.0833,0.2793,0.2677
d,0.1004,0.4738,0.4568
e,0.0858,0.1843,0.1989
j,0.0629,0.8477,0.8705
a,0.1753,0.2651,0.1528
n,0.0634,0.3704,0.4823
e,0.1202,0.291,0.2342
r,0.0914,0.208,0.2369
i,0.0571,0.1569,0.1912
o,0.0862,0.1966,0.1676
t,0.0978,1.3847,1.373
o,0.0682,0.1245,0.1541
i,0.0758,0.4082,0.4006
n,0.0834,0.2083,0.2008
v,0.0712,0.3309,0.3431
e,0.1036,0.1096,0.0771
s,0.0968,0.2036,0.2103
t,0.0717,0.1097,0.1348
i,0.0752,0.3449,0.3414
g,0.082,0.271,0.2641
a,0.0964,0.1148,0.1004
t,0.0543,0.0942,0.1363
e,0.1124,0.1623,0.1042
a,0.1338,0.4176,0.3963
n,0.0603,0.0681,0.1415
a,0.1191,0.4332,0.3745
l,0.0595,0.2103,0.2699
l,0.0947,0.1443,0.1091
e,0.1183,0.1629,0.1393
g,0.0694,0.2075,0.2563
e,0.0814,0.0884,0.0765
d,0.1006,0.2003,0.1811
c,0.11,0.9923,0.9829
o,0.0669,0.1402,0.1833
n,0.0755,0.2158,0.2072
t,0.0659,0.2219,0.2314
a,0.0902,0.1574,0.1331
c,0.1093,0.2347,0.2157
t,0.0757,0.0879,0.1215
o,0.0785,0.5595,0.5567
f,0.0819,0.1527,0.1492
m,0.0797,0.415,0.4172
a,0.1756,0.2141,0.1183
k,0.0858,0.3478,0.4377
a,0.1271,0.1341,0.0928
r,0.0608,0.1601,0.2264
o,0.0595,0.5806,0.5819
v,0.0952,0.2354,0.1997
",",0.0726,0.9504,0.9731
a,0.1399,0.5407,0.4733
l,0.069,0.0831,0.1541
e,0.1256,1.1455,1.0889
j,0.0694,0.5505,0.6067
a,0.1507,0.2425,0.1612
n,0.0709,0.0799,0.1597
d,0.0944,0.3257,0.3023
r,0.0957,0.2151,0.2138
o,0.0589,0.105,0.1418
r,0.1109,1.1245,1.0725
o,0.0492,0.1596,0.2213
j,0.0704,0.686,0.6647
a,0.1164,0.1278,0.0817
s,0.0967,0.194,0.2137
.,0.0721,0.661,0.6856
a,0.1238,0.3684,0.3167
f,0.0726,0.2812,0.3325
t,0.074,0.1888,0.1874
e,0.1548,0.1261,0.0453
r,0.075,0.1039,0.1837
c,0.0996,0.8852,0.8606
a,0.0837,0.2247,0.2406
p,0.065,0.3772,0.3959
t,0.093,0.3098,0.2819
u,0.0644,0.1458,0.1743
r,0.1043,0.2142,0.1743
i,0.0759,0.1573,0.1857
n,0.0815,0.1887,0.1831
g,0.096,0.1031,0.0885
a,0.1279,0.3343,0.3024
n,0.0624,0.1312,0.1968
d,0.0953,0.1882,0.1553
i,0.0709,0.7231,0.7474
n,0.0715,0.1901,0.1895
t,0.0868,0.2825,0.2673
e,0.1043,0.1736,0.156
r,0.0775,0.0865,0.1134
g,0.0576,0.251,0.2708
o,0.0692,0.3672,0.3557
g,0.0784,0.5582,0.549
a,0.1451,0.4411,0.3744
t,0.0695,0.0985,0.1741
i,0.065,0.3445,0.3491
n,0.0713,0.1851,0.1787
g,0.1116,0.1276,0.0873
h,0.061,0.3725,0.4231
i,0.0704,0.238,0.2286
m,0.081,0.2023,0.1918
",",0.0604,0.3569,0.3774
t,0.07,1.4006,1.391
h,0.0788,0.1883,0.1795
e,0.1771,0.1651,0.0668
t,0.0747,0.7267,0.8291
a,0.1332,0.1403,0.0818
s,0.124,0.2807,0.2899
k,0.0911,0.1583,0.1912
f,0.1081,0.4726,0.4556
o,0.066,0.104,0.146
r,0.0926,0.1582,0.1316
c,0.0678,0.2711,0.2959
e,0.1386,0.1954,0.1245
d,0.1147,0.9788,1.0027
i,0.0677,0.0848,0.1318
s,0.1052,0.1951,0.1576
c,0.1107,0.2471,0.2415
o,0.0642,0.1116,0.1582
v,0.0852,0.3309,0.3098
e,0.1082,0.15,0.1269
r,0.0703,0.0961,0.134
e,0.1138,0.3385,0.2951
s,0.1129,0.2169,0.2178
t,0.0701,1.1373,1.1801
h,0.0913,0.1885,0.1673
a,0.1265,0.153,0.1178
t,0.065,0.0561,0.1177
o,0.0696,0.4367,0.4321
n,0.0646,0.23,0.2351
e,0.1138,0.1811,0.1319
o,0.0708,0.4445,0.4876
f,0.0883,0.2017,0.1841
m,0.115,0.9241,0.8975
a,0.1106,0.1186,0.123
k,0.0719,0.2095,0.2482
a,0.1293,0.1929,0.1355
r,0.0655,0.1769,0.2407
o,0.0712,0.2929,0.2872
v,0.1076,0.2313,0.1949
s,0.1249,0.2885,0.2711
m,0.0712,0.8218,0.8755
o,0.0708,0.2022,0.2026
s,0.1158,0.168,0.1231
t,0.0704,0.1246,0.17
h,0.0851,0.4879,0.4732
a,0.1236,0.191,0.1526
t,0.0616,0.2684,0.3304
e,0.0898,0.1278,0.0996
d,0.1014,0.1941,0.1825
e,0.1388,0.849,0.8115
n,0.071,0.1698,0.2375
e,0.1159,0.1614,0.1165
m,0.0915,0.1344,0.1587
i,0.0697,0.2018,0.2236
e,0.0872,0.1461,0.1286
s,0.1013,0.2063,0.1922
",",0.0701,0.7339,0.7652
k,0.0526,0.5742,0.5917
n,0.0631,0.2072,0.1966
o,0.0647,0.1993,0.1977
w,0.1103,0.1472,0.1016
n,0.0542,0.1457,0.2019
a,0.1049,0.3746,0.3238
s,0.0906,0.1854,0.1997
p,0.0586,0.6987,0.7307
r,0.1132,0.2334,0.1788
i,0.127,0.2024,0.1886
s,0.1204,0.3222,0.3288
o,0.0777,0.1262,0.1688
n,0.0825,0.2139,0.2091
e,0.1161,0.1541,0.1206
r,0.0744,0.1869,0.2285
,0.0788,1.1531,1.1487
,0.0786,0.3792,0.3794
,0.0641,0.2972,0.3117
i,0.0656,1.789,1.7875
s,0.133,0.2074,0.14
b,0.0825,1.1319,1.1823
e,0.1229,0.1439,0.1034
i,0.0706,0.1275,0.1799
n,0.0978,0.219,0.1917
g,0.1017,0.1324,0.1286
h,0.0663,0.3072,0.3427
e,0.1236,0.1886,0.1313
l,0.0979,0.1043,0.1299
d,0.1295,0.5824,0.5508
s,0.1148,0,0
o,0.0614,0.0765,0.1299
a,0.1075,0.1505,0.1043
p,0.0674,0.0806,0.1208
b,0.0683,0.513,0.512
e,0.1187,0.1915,0.1412
l,0.0791,0.1447,0.1843
i,0.0596,0.2029,0.2224
e,0.1194,0.1479,0.0881
v,0.0773,0.3708,0.4128
e,0.0985,0.1296,0.1085
s,0.1026,0.1898,0.1857
t,0.0694,0.5921,0.6252
h,0.1002,0.2028,0.1721
a,0.1412,0.129,0.088
t,0.0476,0.0562,0.1497
b,0.059,0.705,0.6936
r,0.1107,0.2051,0.1534
e,0.0961,0.1885,0.2031
k,0.0776,0.3829,0.4014
i,0.0746,0.1792,0.1822
n,0.0703,0.1764,0.1807
g,0.0578,0.1937,0.2063
f,0.0617,1.3378,1.3339
r,0.0852,0.1808,0.1574
e,0.087,0.1874,0.1856
e,0.0989,0.1482,0.1362
p,0.0702,0.7319,0.7606
r,0.1109,0.1773,0.1365
o,0.0438,0.1117,0.1789
s,0.1107,0.6197,0.5527
o,0.0696,0.1165,0.1576
n,0.0684,0.2007,0.2019
e,0.0951,0.1084,0.0817
r,0.0731,0.2126,0.2345
f,0.1162,1.8925,1.8494
r,0.105,0.2317,0.2428
o,0.0719,0.1231,0.1562
n,0.0556,0.1866,0.203
t,0.1038,0.3602,0.3119
h,0.0645,0.1078,0.1472
e,0.1252,0.1731,0.1123
g,0.11,0.665,0.6802
u,0.0949,0.2511,0.2663
l,0.1001,0.2414,0.2362
a,0.1302,0.1504,0.1202
g,0.1035,0.3584,0.3851
w,0.1175,1.6271,1.6131
i,0.0626,0.0954,0.1502
l,0.0584,0.172,0.1762
l,0.0829,0.1435,0.119
d,0.0991,0.41,0.3938
r,0.093,0.1973,0.2035
a,0.1199,0.2555,0.2286
w,0.0791,0.1816,0.2224
m,0.0694,0.3471,0.3568
a,0.1196,0.1497,0.0995
k,0.0702,0.1137,0.1631
a,0.1231,0.156,0.103
r,0.063,0.3201,0.3802
o,0.0647,0.4991,0.4974
v,0.1008,0.2858,0.2497
o,0.0465,0.4269,0.4812
u,0.0658,0.2362,0.2169
t,0.0533,0.2316,0.2442
.,0.0744,0.4687,0.4475
g,0.0725,1.1407,1.1426
e,0.1146,0.136,0.0938
n,0.081,0.1051,0.1387
e,0.1049,0.142,0.1181
r,0.0759,0.1153,0.1443
a,0.1491,0.1906,0.1173
l,0.0733,0.1921,0.2679
s,0.1148,0.5944,0.553
h,0.0691,0.1773,0.223
e,0.1158,0.2026,0.1559
p,0.0662,0.152,0.2015
e,0.1008,0.143,0.1085
r,0.0865,0.1845,0.1988
d,0.1051,0.2826,0.2641
o,0.0713,1.6107,1.6445
r,0.0833,0.2067,0.1947
d,0.0946,0.199,0.1878
e,0.0813,0.1722,0.1854
r,0.0749,0.1776,0.184
s,0.1094,0.2145,0.18
t,0.0693,0.4283,0.4684
a,0.1184,0.159,0.1099
s,0.1162,0.3957,0.3978
k,0.0763,0.1089,0.1488
f,0.1043,0.441,0.413
o,0.0803,0.107,0.131
r,0.0956,0.1304,0.1151
c,0.1224,0.249,0.2222
e,0.1042,0.2349,0.2531
t,0.0973,0.7227,0.7296
o,0.0688,0.1106,0.1391
l,0.0676,0.2559,0.2571
i,0.0636,0.2017,0.2058
n,0.0697,0.1948,0.1886
k,0.0842,0.1997,0.1852
u,0.1138,0.7342,0.7045
p,0.0777,0.1272,0.1634
w,0.088,0.7581,0.7478
i,0.0628,0.1424,0.1676
t,0.129,0.2602,0.194
h,0.0902,0.0982,0.137
t,0.0774,0.861,0.8738
h,0.0796,0.1808,0.1786
e,0.1188,0.1861,0.147
f,0.0973,0.407,0.4285
l,0.064,0.099,0.1323
e,0.0855,0.2341,0.2125
e,0.1198,0.1806,0.1464
t,0.0743,0.0632,0.1086
t,0.1044,1.173,1.1429
o,0.0603,0.1884,0.2325
s,0.1356,0.6549,0.5797
l,0.0732,1.0744,1.1368
e,0.11,0.1391,0.1024
a,0.0949,0.2226,0.2378
d,0.1201,0.3826,0.3574
a,0.1345,0.5057,0.4913
c,0.1175,0.7863,0.8033
o,0.0498,0.057,0.1248
u,0.0659,0.2091,0.193
n,0.086,0.1971,0.177
t,0.0801,0.2165,0.2224
e,0.1213,0.1609,0.1197
r,0.0691,0.0584,0.1106
a,0.1161,0.4328,0.3857
t,0.0685,0.3456,0.3933
t,0.0889,0.1513,0.1308
a,0.1035,0.1099,0.0953
c,0.1265,0.2661,0.2431
k,0.0616,0.0824,0.1473
a,0.1263,1.1905,1.1258
g,0.0691,0.1211,0.1783
a,0.1207,0.1927,0.1411
i,0.0729,0.1253,0.1732
n,0.0782,0.1965,0.1912
s,0.1711,0.2026,0.1097
t,0.0739,0.1083,0.2055
t,0.0854,0.5267,0.5152
h,0.0922,0.2118,0.2051
e,0.1322,0.1973,0.1572
r,0.1004,1.0805,1.1124
u,0.0862,0.2035,0.2177
s,0.0888,0.1914,0.1888
s,0.0899,0.1839,0.1828
s,0.0725,0.1517,0.1691
i,0.0624,0.0299,0.0401
a,0.1284,0.5097,0.4436
n,0.0757,0.1288,0.1815
n,0.0815,0,0
e,0.1155,0.1573,0.1232
a,0.104,0.2029,0.2144
r,0.0658,0.0872,0.1254
t,0.0971,0.7987,0.7674
h,0.0634,0.0824,0.1162
e,0.1197,0.1852,0.1289
b,0.0731,0.8652,0.9118
e,0.1251,0.2252,0.1731
i,0.0669,0.2823,0.3405
r,0.092,0.2835,0.2585
i,0.0852,0.1294,0.1362
n,0.1296,0.2446,0.2002
g,0.1623,0.2258,0.1931
s,0.1268,0.9377,0.9733
t,0.0806,0.0976,0.1438
r,0.0766,0.1975,0.2015
a,0.1506,0.1982,0.1242
i,0.069,0.1621,0.2437
t,0.0747,0.4228,0.4172
w,0.0856,0.7757,0.7649
i,0.0662,0.1543,0.1736
t,0.1096,0.2334,0.19
h,0.0632,0.0522,0.0986
a,0.1311,0.3841,0.3161
s,0.0846,0.2065,0.253
s,0.0901,0.1437,0.1383
i,0.0651,0.1121,0.1371
s,0.1126,0.119,0.0715
t,0.0637,0.1636,0.2124
a,0.1232,0.2356,0.1761
n,0.0871,0.1063,0.1423
c,0.0704,0.2647,0.2814
e,0.1255,0.2045,0.1495
f,0.0902,1.6113,1.6465
r,0.0913,0.1973,0.1962
o,0.0757,0.1025,0.1181
m,0.0871,0.2223,0.2109
n,0.0692,0.3704,0.3883
a,0.1061,0.139,0.1021
v,0.1302,0.528,0.5039
y,0.0673,0.119,0.1819
s,0.1118,1.6875,1.643
e,0.0787,0.1952,0.2283
a,0.0869,0.1909,0.1828
l,0.0731,0.1035,0.1172
s,0.1308,0.1594,0.1018
",",0.085,0.2409,0.2867
t,0.0703,0.6371,0.6517
h,0.0839,0.1906,0.177
e,0.1172,0.1382,0.1049
m,0.0884,0.3054,0.3342
a,0.1139,0.1001,0.0746
r,0.0534,0.1988,0.2592
i,0.0681,0.3238,0.3091
n,0.0758,0.1966,0.1889
e,0.111,0.1494,0.1142
s,0.1011,0.1874,0.1973
a,0.123,1.2315,1.2096
m,0.0831,0.157,0.1969
d,0.0922,0.7964,0.7873
a,0.1167,0.4394,0.4148
m,0.0734,0.112,0.1554
e,0.0988,0.1678,0.1424
r,0.0704,0.1953,0.2237
i,0.0635,0.1577,0.1646
c,0.0903,0.1901,0.1632
a,0.1124,0.2234,0.2013
n,0.0645,0.0716,0.1195
n,0.0893,0.3851,0.3603
a,0.1389,0.1552,0.1056
v,0.0683,0.2058,0.2764
t,0.0528,0.7145,0.002
y,0.0598,0.005,0.728
t,0.0735,1.6104,1.5947
a,0.1236,0.1301,0.08
s,0.0959,0.2155,0.2431
k,0.074,0.1114,0.1333
f,0.0889,0.5859,0.5711
o,0.0631,0.1058,0.1315
r,0.0983,0.1723,0.1372
c,0.0975,0.3745,0.3753
e,0.121,0.2427,0.2192
,0.0748,0.5843,0.6304
,0.0781,0.2049,0.2017
,0.1102,0.2002,0.1681
b,0.0742,1.2044,1.2404
r,0.0997,0.1496,0.1241
e,0.1335,0.2483,0.2144
a,0.1209,0.237,0.2496
j,0.0454,0.135,0.0094
k,0.0644,0.0096,0.2011
t,0.0781,1.1348,1.1118
h,0.0779,0.1804,0.1805
r,0.1164,0.1703,0.1319
o,0.0829,0.1079,0.1413
u,0.0677,0.3052,0.3205
g,0.1062,0.1743,0.1358
h,0.0563,0.0637,0.1136
o,0.0859,0.4508,0.4211
i,0.0733,0.198,0.2106
l,0.0779,0.183,0.1785
r,0.0963,0.4208,0.4023
i,0.0627,0.1212,0.1547
g,0.0647,0.3284,0.3265
s,0.1198,0.153,0.0979
b,0.0677,1.0973,1.1493
e,0.1101,0.1651,0.1228
i,0.0624,0.1145,0.1622
n,0.0735,0.2008,0.1897
g,0.1179,0.1768,0.1324
u,0.0549,0.2821,0.3451
s,0.1068,0.1428,0.0909
e,0.058,0.1726,0.2214
d,0.0828,0.1751,0.1503
a,0.0938,0.2847,0.2738
s,0.1087,0.1935,0.1786
s,0.0907,0.6339,0.6519
a,0.0925,0.1864,0.1846
m,0.0838,0.1208,0.1295
p,0.0692,1.3831,1.3977
l,0.0802,0.1929,0.1818
a,0.1052,0.1482,0.1233
t,0.0653,0.199,0.2388
f,0.0946,0.2599,0.2306
o,0.0641,0.0825,0.113
r,0.0861,0.1643,0.1423
m,0.1142,0.1553,0.1273
s,0.1358,0.3353,0.3137
t,0.1409,0.8668,0.8617
o,0.065,0.0865,0.1625
s,0.115,0.8041,0.7541
t,0.0652,0.1408,0.1906
o,0.0849,0.3828,0.363
r,0.1127,0.2123,0.1845
m,0.07,0.077,0.1197
t,0.0827,0.5446,0.532
h,0.0823,0.1788,0.1792
e,0.1455,0.1939,0.1307
g,0.0719,0.6068,0.6805
u,0.0718,0.2951,0.2951
l,0.0899,0.2151,0.197
a,0.1363,0.2106,0.1642
b,0.0654,0.1198,0.1907
t,0.1008,1.5678,1.5324
o,0.0711,0.1327,0.1624
f,0.105,0.5576,0.5237
r,0.0684,0.181,0.2176
e,0.0837,0.1754,0.1601
e,0.1178,0.1548,0.1207
p,0.0606,0.9437,1.0009
r,0.1111,0.2831,0.2325
i,0.0729,0.1439,0.1822
s,0.1113,0.3354,0.2969
o,0.0771,0.1228,0.1571
n,0.0698,0.2148,0.2222
e,0.1274,0.1447,0.087
r,0.1013,0.2041,0.2302
,0.0648,1.3264,1.3628
,0.0935,0.4908,0.4622
,0.0677,0.4546,0.4803
w,0.0885,0.6639,0.6432
h,0.0655,0.1184,0.1413
o,0.0635,0.1931,0.1951
i,0.0548,0.2284,0.2371
s,0.1252,0.1931,0.1226
r,0.0959,0.4678,0.497
e,0.1145,0.2058,0.1872
v,0.0736,0.1239,0.1649
e,0.112,0.2168,0.1784
a,0.1114,0.2447,0.2453
l,0.0749,0.1089,0.1454
e,0.0638,0.1824,0.1935
d,0.0836,0.1881,0.1683
t,0.1138,0.3981,0.3678
o,0.0716,0.1318,0.174
b,0.06,0.3677,0.3793
e,0.1006,0.1292,0.0886
n,0.0711,0.4793,0.5087
o,0.0639,0.1979,0.2051
n,0.063,0.1601,0.1611
e,0.1101,0.1596,0.1125
o,0.0644,0.2954,0.3411
t,0.1028,0.2256,0.1872
h,0.0513,0.0708,0.1224
e,0.1144,0.1787,0.1156
r,0.0774,0.1688,0.2059
t,0.1002,0.3331,0.3103
h,0.0915,0.1115,0.1201
a,0.1439,0.3814,0.329
n,0.0657,0.0747,0.1529
c,0.1289,0.4383,0.3751
a,0.1122,0.2371,0.2539
p,0.067,0.0907,0.1358
t,0.0843,0.3447,0.3275
t,0.0632,0.1592,0.1803
a,0.1032,0.7875,0.7476
i,0.065,0.0968,0.1349
n,0.0747,0.1959,0.1863
p,0.0625,0.4866,0.4988
r,0.0965,0.2127,0.1787
o,0.006,0.0811,0.1716
i,0.0664,0.5283,0.4679
c,0.0895,0.1569,0.1338
e,0.0944,0.2181,0.2133
p,0.0616,0,0
r,0.1082,0.2314,0.1848
i,0.077,0.1586,0.1898
c,0.0718,0.2514,0.2566
e,0.1171,0.1532,0.1079
a,0.1155,0.5919,0.5936
g,0.0643,0.1278,0.1789
r,0.0819,0.1749,0.1573
e,0.0933,0.4138,0.4023
e,0.0974,0.1626,0.1585
s,0.1087,0.1991,0.1878
t,0.103,0.3742,0.3799
o,0.0648,0.0984,0.1366
j,0.0437,0.4042,0.4254
o,0.0691,0.2099,0.1845
i,0.0854,0.1902,0.1739
n,0.0745,0.1835,0.1944
t,0.0665,0.6727,0.6807
a,0.1075,0.1246,0.0837
s,0.1112,0.2215,0.2178
k,0.069,0.0916,0.1339
f,0.1218,0.5552,0.5023
o,0.0731,0.0959,0.1446
r,0.1008,0.1751,0.1473
c,0.0641,0.2446,0.2813
e,0.1069,0.177,0.1343
,0.0699,0.6646,0.7015
,0.0708,0.1684,0.1676
,0.0891,0.1724,0.154
a,0.1354,0.8293,0.783
n,0.0863,0.1047,0.1538
d,0.1032,0.3878,0.371
h,0.0544,0.296,0.3448
e,0.099,0.1883,0.1438
l,0.0768,0.0833,0.1055
p,0.0659,0.2065,0.2173
t,0.075,0.3762,0.3672
h,0.0805,0.1611,0.1557
e,0.1185,0.1713,0.1333
m,0.0792,0.0629,0.1023
t,0.0728,0.4814,0.4878
r,0.0601,0.1672,0.1799
a,0.0892,0.1384,0.1092
c,0.1363,0.2733,0.2263
k,0.0695,0.0797,0.1465
d,0.1057,0.835,0.7988
o,0.0642,0.0746,0.1161
e,0.1266,0.2112,0.1487
n,0.0645,0.6082,0.6702
m,0.0916,0.6734,0.6464
a,0.1302,0.1779,0.1393
k,0.0611,0.1443,0.2133
a,0.1259,0.1635,0.0988
r,0.0587,0.2546,0.3218
o,0.0571,0.4933,0.495
v,0.0954,0.4814,0.443
p,0.0614,1.9403,1.9743
r,0.1048,0.1927,0.1494
i,0.0543,0.1489,0.1994
c,0.0829,0.3024,0.2739
e,0.1047,0.2107,0.1889
b,0.0637,0.304,0.345
e,0.1239,0.2753,0.2152
l,0.0682,0.0776,0.1333
i,0.0571,0.2422,0.2534
e,0.1022,0.1871,0.1419
v,0.0743,0.3014,0.3293
e,0.0861,0.1077,0.0958
s,0.0864,0.1847,0.1844
t,0.0624,0.3396,0.3636
h,0.1057,0.214,0.1706
a,0.1237,0.1561,0.1381
t,0.0665,0.0557,0.1128
s,0.0809,0.4511,0.4367
o,0.0674,0.1367,0.1502
m,0.0727,0.1919,0.1865
e,0.1108,0.1334,0.0954
t,0.075,0.2148,0.2507
h,0.0802,0.1827,0.1774
i,0.0612,0.1852,0.2043
n,0.0624,0.1791,0.1778
g,0.108,0.163,0.1174
e,0.0865,1.1538,1.1753
x,0.108,0.2499,0.2284
t,0.0675,0.1447,0.1851
r,0.0723,0.1959,0.1911
e,0.1002,0.1762,0.1483
m,0.0767,0.1133,0.1367
e,0.0959,0.1079,0.0887
m,0.0902,0.5158,0.5215
u,0.0752,0.1887,0.2038
s,0.12,0.1305,0.0857
t,0.074,0.0984,0.1445
b,0.077,0.2615,0.2584
e,0.1052,0.1331,0.1049
d,0.1127,0.3238,0.3164
o,0.0624,0.0704,0.1207
n,0.0653,0.2004,0.1975
