Key,HoldTime,FlightTime,DigraphLatency
t,0.0837,0.4294,0.4917
i,0.0939,0.1375,0.1273
o,0.195,0.1444,0.0432
n,0.0895,0.2383,0.3439
",",0.0514,1.1227,1.1607
h,0.1598,0.7942,0.6858
o,0.2122,0.1686,0.1162
w,0.1341,0.2834,0.3615
e,0.0722,0.5044,0.5662
v,0.1193,0.1377,0.0907
e,0.0604,0.0765,0.1354
r,0.0982,0.214,0.1762
w,0.1632,1.7883,1.7233
h,0.0968,0.0572,0.1237
e,0.0703,0.151,0.1775
n,0.0692,0.2533,0.2544
t,0.1336,2.956,2.8917
h,0.0911,0.0707,0.1132
e,0.0805,0.1879,0.1985
s,0.1637,1.0211,0.9379
t,0.1352,0.0726,0.1011
r,0.1106,0.3519,0.3765
i,0.0803,0.2944,0.3247
k,0.106,0.4482,0.4224
e,0.0966,0.1757,0.1851
t,0.1253,1.1313,1.1026
h,0.0816,0.1066,0.1503
e,0.0765,0.1356,0.1407
f,0.1296,0.8814,0.8282
o,0.1166,0.2727,0.2857
r,0.1034,0.012,0.0253
o,0.0826,3.3888,3.4096
r,0.103,0.5537,0.5333
c,0.0958,0.2603,0.2675
e,0.1142,0.1649,0.1465
c,0.1688,1.5122,1.4577
o,0.0931,0.0739,0.1496
r,0.0957,0.3383,0.3357
n,0.1244,0.6248,0.5961
e,0.1116,0.1226,0.1354
r,0.0951,0.167,0.1835
s,0.0471,0.0674,0.1154
v,0.1207,0.7782,0.7046
i,0.0783,0.1928,0.2352
s,0.0844,0.4219,0.4157
c,0.0817,1.0393,1.0419
t,0.1064,0.6294,0.6047
o,0.1034,0.1133,0.1163
r,0.0621,0.4014,0.4427
",",0.0737,1.4942,1.4827
h,0.1073,0.9175,0.8839
e,0.1037,0.1218,0.1254
c,0.143,0.5372,0.4979
o,0.094,0.1672,0.2162
m,0.0748,0.2888,0.308
m,0.0928,0.2011,0.183
i,0.1121,0.2703,0.251
t,0.0968,0.4372,0.4525
s,0.0968,0.1857,0.1857
s,0.1894,1.1626,1.0699
u,0.0758,0.0451,0.1587
i,0.1199,0.2385,0.1945
c,0.1765,0.6519,0.5953
i,0.0846,0.2485,0.3404
d,0.08,0.4823,0.4869
e,0.0986,0.2004,0.1818
b,0.2636,1.6759,1.5109
y,0.132,0.0887,0.2202
s,0.1009,1.2675,1.2986
h,0.0904,0.1553,0.1658
o,0.0892,0.8962,0.8974
o,0.0904,0.1925,0.1913
t,0.1065,0.1752,0.1592
i,0.0975,0.1831,0.1921
n,0.1378,0.2962,0.2559
g,0.1005,0.1383,0.1756
h,0.1639,0.4685,0.4051
i,0.1599,0.1039,0.108
s,0.1239,0.2523,0.2882
m,0.0623,2.8186,2.8802
s,0.1002,0.2852,0.2473
e,0.1019,0.2295,0.2277
l,0.0823,0.2801,0.2997
f,0.1017,0.2463,0.2268
i,0.133,0.4875,0.4563
n,0.0889,0.1899,0.234
t,0.1098,0.4582,0.4373
h,0.0994,0.1169,0.1273
e,0.098,0.1298,0.1312
h,0.1306,0.5781,0.5455
e,0.1461,0.1615,0.1459
a,0.0707,0.2625,0.3379
d,0.0949,0.1666,0.1424
t,0.1391,1.0572,1.0131
o,0.1159,0.1279,0.151
a,0.1523,0.4928,0.4564
v,0.0756,0.1197,0.1964
o,0.301,0.9462,0.7208
i,0.0834,0.1058,0.3234
d,0.0812,0.2428,0.245
c,0.1075,1.4173,1.391
a,0.1291,0.1661,0.1446
p,0.0962,0.6888,0.7217
t,0.1355,0.3483,0.309
u,0.0863,0.1038,0.1529
r,0.1,0.3202,0.3065
e,0.0957,0.1491,0.1534
.,0.0556,0.757,0.797
n,0.1155,0.0,0.3822
a,0.1694,1.6941,1.6402
c,0.0934,0.0795,0.1555
t,0.1142,0.2126,0.1918
3,0.0567,0.6691,0.7267
",",0.0714,1.7726,1.7578
c,0.1013,2.8998,1.1895
t,0.1218,0.4731,0.4525
a,0.1282,0.1675,0.1611
v,0.1301,0.4689,0.467
i,0.1143,0.1921,0.2079
s,0.1315,0.2453,0.2281
h,0.0886,0.1911,0.234
a,0.1899,1.3296,1.2284
n,0.0852,0.1104,0.2151
d,0.0799,0.1301,0.1355
h,0.1658,0.5428,0.4569
i,0.1715,0.1009,0.0952
s,0.0976,0.1752,0.2491
S,0.0671,2.2962,2.3267
a,0.1485,0.3278,0.2464
s,0.1345,0.5187,0.5327
s,0.1439,2.1948,2.1854
q,0.1239,0.452,0.4721
u,0.0801,0.4532,0.4969
a,0.14,0.4268,0.367
d,0.0915,0.214,0.2624
j,0.1313,1.6084,1.5686
o,0.2665,0.238,0.1028
i,0.101,0.0689,0.2344
n,0.0934,0.4826,0.4902
e,0.1159,0.186,0.1635
d,0.0915,0.2043,0.2286
b,0.0864,0.9261,0.9312
y,0.0573,0.2266,0.2557
a,0.1742,1.0568,0.9399
n,0.0772,0.0895,0.1865
a,0.1626,1.2433,1.1578
m,0.1111,0.1041,0.1556
e,0.0948,0.219,0.2353
r,0.0886,0.1598,0.1661
i,0.1087,0.5332,0.5131
c,0.0955,0.4128,0.426
a,0.1368,0.2105,0.1692
n,0.0663,0.2511,0.3215
s,0.0959,2.2783,2.2487
i,0.1596,0.2927,0.229
p,0.0965,0.3446,0.4077
p,0.1056,0.1894,0.1803
e,0.1123,0.1998,0.193
r,0.0918,0.1854,0.2059
t,0.1326,0.574,0.5332
e,0.1192,0.0815,0.0949
a,0.0963,0.2606,0.2834
m,0.0807,0.2795,0.2952
a,0.1603,1.1108,1.0312
n,0.1084,0.0318,0.0837
d,0.055,0.163,0.2165
a,0.1305,0.3539,0.2784
n,0.0645,0.2203,0.2863
a,1.6748,1.324,0.2784
m,0.127,0.1578,0.1513
e,0.1054,0.3304,0.352
r,0.0936,0.2202,0.2321
i,0.0892,0.5241,0.5284
c,0.0849,0.4419,0.4462
a,0.1312,0.1766,0.1303
n,0.0881,0.2019,0.245
m,0.1367,0.5312,0.4825
a,0.1431,0.1591,0.1527
r,0.0849,0.2366,0.2947
i,0.097,0.4775,0.4654
n,0.1079,0.894,0.8831
e,0.1442,1.6387,1.6023
s,0.3369,1.6221,1.4294
q,0.1471,0.2825,0.4723
u,0.0915,0.5813,0.637
a,0.1397,0.3365,0.2883
d,0.1025,0.1952,0.2325
a,0.2048,4.0808,3.9786
t,0.0909,0.1619,0.2757
t,0.0774,0.5779,0.5914
e,0.1461,0.5406,0.4719
m,0.1002,0.1507,0.1966
p,0.1205,0.7936,0.7733
t,0.1043,0.2203,0.2365
t,0.0954,0.4042,0.4131
o,0.1256,0.2113,0.1811
r,0.1032,0.8003,0.8226
e,0.0938,0.1059,0.1153
t,0.1112,0.1969,0.1795
a,0.1142,0.3317,0.3287
k,0.0966,0.4708,0.4884
e,0.0828,0.165,0.1788
a,0.1192,0.4192,0.3828
l,0.1852,1.3925,1.3265
o,0.1474,0.1062,0.1441
u,0.0672,0.5399,0.6201
n,0.0755,0.3268,0.3185
g,0.0899,0.2771,0.2627
e,0.1109,0.1784,0.1575
f,0.0997,0.5129,0.5241
a,0.1523,0.1596,0.1069
c,0.1206,0.4757,0.5074
i,0.0925,0.1459,0.174
l,0.1377,0.7673,0.7222
i,0.0787,0.3526,0.4115
t,0.1174,0.2385,0.1998
y,0.0828,0.1605,0.1952
r,0.1271,2.2018,2.1575
e,0.1308,0.1058,0.1021
c,0.0891,0.1311,0.1728
e,0.0848,0.092,0.0964
n,0.0759,0.5016,0.5105
t,0.1197,0.4227,0.3788
l,0.1303,0.3715,0.361
y,0.1095,0.1022,0.123
c,0.1026,1.3151,1.322
a,0.1413,0.1576,0.119
p,0.1055,0.6,0.6358
t,0.1332,0.5964,0.5687
u,0.0986,0.0739,0.1085
r,0.1055,0.4814,0.4745
e,0.1318,0.148,0.1217
d,0.081,0.2047,0.2555
b,0.2013,1.8737,1.7534
y,0.1267,0.0877,0.1623
t,0.1285,0.421,0.4192
h,0.0856,0.1151,0.1579
e,0.0923,0.1205,0.1138
u,0.028,0.5898,0.6542
l,0.0699,0.4968,0.4549
t,0.0837,0.3832,0.3694
r,0.0892,0.2211,0.2155
a,0.13,0.2419,0.201
n,0.0923,2.2395,2.2773
a,0.0396,0.3391,0.3918
t,0.1251,0.6136,0.5281
i,0.1133,0.1941,0.206
o,0.1934,0.1657,0.0856
n,0.0587,1.5627,1.6974
l,0.0857,0.5915,0.5646
i,0.0812,0.2219,0.2263
s,0.1123,0.355,0.3239
t,0.1007,0.3448,0.3563
s,0.1045,0.2489,0.2451
s,0.0646,0.1789,0.2188
.,0.0823,1.4103,1.3925
p,15.9926,1.3661,0.6358
r,0.1144,0.2521,0.2653
i,0.0891,0.2277,0.253
c,0.0811,0.4488,0.4568
e,0.0882,0.1596,0.1525
n,0.1013,0.502,0.4889
e,0.149,0.2181,0.1704
w,0.127,0.2153,0.2373
k,0.0946,4.063,4.0954
n,0.0843,0.2404,0.2507
e,0.14,0.294,0.2383
w,0.1018,0.1946,0.2328
a,0.1327,1.623,0.2422
k,0.0753,0.5102,0.5676
a,0.1452,0.4984,0.4285
e,0.1079,0.5516,0.5889
v,0.1006,0.228,0.2352
w,0.1252,1.662,1.6374
a,0.1053,0.2205,0.2404
s,0.057,0.1686,0.217
o,0.2197,1.0415,0.8787
u,0.1153,0.0798,0.1842
t,0.0923,0.1694,0.1924
r,0.1198,0.6946,0.6671
a,0.1643,0.1466,0.1021
g,0.1136,0.3533,0.404
e,0.1113,0.0985,0.1008
d,0.0934,0.1747,0.1927
b,0.1483,0.9643,0.9094
y,0.1277,0.0735,0.0942
t,0.11,0.1537,0.1714
t,0.1296,2.3664,2.3468
h,0.0935,0.1047,0.1408
e,0.0878,0.462,0.4678
d,0.1321,0.7137,0.6694
e,0.1304,0.0864,0.0881
a,0.1071,0.1453,0.1686
t,0.0843,0.2903,0.3131
h,0.0978,0.2285,0.215
o,0.1175,0.6878,0.6681
f,0.1009,0.2126,0.2292
h,0.1433,0.5555,0.5131
i,0.1648,0.1226,0.1011
s,0.1128,2.1491,2.201
s,0.1039,0.5905,0.5994
o,0.1275,0.1499,0.1262
n,0.0994,0.2071,0.2352
a,0.165,0.5149,0.4493
n,0.1166,0.1001,0.1485
d,0.0941,0.1172,0.1397
w,0.1708,0.5213,0.4446
o,0.1458,0.093,0.118
u,0.0935,0.1913,0.2435
l,0.1335,0.3291,0.2891
d,0.1047,0.1329,0.1616
t,0.1522,0.7749,0.7274
h,0.0955,0.1065,0.1632
r,0.1203,0.4357,0.4109
e,0.1186,0.2019,0.2037
a,0.1484,1.3936,1.3637
t,0.0868,0.2595,0.3212
e,0.1175,1.7522,1.7215
n,0.0889,0.2399,0.2685
t,0.1469,1.1613,1.1034
o,0.0963,0.0809,0.1314
l,0.125,1.4213,1.3925
a,0.154,0.1839,0.1549
u,0.0818,0.444,0.5162
n,0.1017,0.2902,0.2703
c,0.1279,0.3021,0.2759
h,0.067,0.0804,0.1413
z,0.1309,1.6085,1.5447
I,0.0936,2.0982,2.1354
C,0.0752,0.9793,0.9977
B,0.0783,1.1276,1.1245
N,0.0725,0.2869,0.2927
+,0.1034,0.9175,0.8866
m,77.6557,2.4681,0.1966
s,0.0764,2.5672,2.5527
a,0.1565,1.9682,1.8881
t,0.0974,0.137,0.1961
t,0.1417,0.4778,0.4335
h,0.0921,0.118,0.1676
e,0.0947,0.1431,0.1405
U,0.0857,1.0053,1.0143
s,4.8983,0.9726,2.5527
.,0.075,1.1253,1.1498
t,6.7577,3.2517,0.4335
h,0.1143,0.23,0.2123
e,0.1305,0.1634,0.1472
y,0.091,0.111,0.1505
f,0.1828,0.5321,0.4403
i,0.0978,0.1487,0.2338
r,0.1037,0.5884,0.5825
s,0.1089,0.9292,0.924
t,0.0962,0.1871,0.1998
r,0.2083,0.6707,0.5586
e,0.1215,0.1324,0.2192
s,0.108,0.3945,0.408
c,0.1575,0.7609,0.7114
u,0.1029,0.1834,0.238
e,0.1096,0.1895,0.1828
G,0.1017,1.4292,1.437
r,0.0865,0.2286,0.2438
i,0.0736,0.7024,0.7153
g,0.0751,0.4916,0.4901
g,0.0715,0.1904,0.194
s,0.1197,0.2839,0.2358
a,0.1964,1.4441,1.3674
s,0.1396,0.0856,0.1423
h,0.1159,0.8677,0.8915
e,0.1202,0.1321,0.1277
m,0.1723,1.1098,1.0577
i,0.1747,0.1163,0.1139
s,0.0855,0.2275,0.3167
s,0.1173,0.217,0.1851
e,0.0951,0.2513,0.2735
s,0.1291,0.2972,0.2632
t,0.1218,0.4273,0.4346
h,0.1002,0.1277,0.1493
e,0.1008,0.5727,0.5721
l,0.1244,0.807,0.7834
a,0.1893,0.143,0.0781
n,0.1133,0.1686,0.2446
d,0.1617,0.5031,0.4547
i,0.1054,0.1337,0.19
n,0.1142,0.2654,0.2565
g,0.1004,0.1749,0.1887
z,37.6201,1.2263,1.5447
o,0.1361,0.3175,0.3328
n,0.1033,0.4662,0.499
e,0.1122,0.1392,0.1303
.,0.0728,0.7914,0.8308
a,0.1673,1.9606,1.8661
n,0.1002,0.0597,0.1268
d,0.0972,0.1792,0.1823
t,0.1318,0.4515,0.4168
h,0.118,0.0861,0.1
e,0.0996,0.1495,0.1679
n,0.0633,0.2553,0.2916
t,0.1423,0.8452,0.7662
h,0.084,0.0982,0.1565
e,0.0858,0.1154,0.1136
y,0.08,0.0903,0.0961
k,0.1769,0.8777,0.7807
n,0.121,0.1079,0.1639
o,0.1329,0.144,0.132
c,0.1456,0.6903,0.6776
k,0.0869,0.2196,0.2784
o,0.2335,0.9506,0.804
u,0.1195,0.0923,0.2063
t,0.0801,0.2083,0.2477
t,0.1577,1.1396,1.062
h,0.0973,0.0829,0.1433
e,0.0874,0.1556,0.1655
p,0.1975,0.9123,0.8022
o,0.0911,1.3936,1.4999
w,0.2516,0.6137,0.4532
e,0.1042,0.1169,0.2643
r,0.0317,0.2149,0.2874
t,0.1228,1.1051,1.0139
o,0.1053,0.1146,0.1321
t,0.116,0.4415,0.4308
h,0.0811,0.138,0.1729
e,0.1067,2.2657,2.24
h,0.1138,2.2788,2.2718
e,0.0952,0.1226,0.1411
I,0.1051,1.0459,1.0359
C,0.0492,0.4375,0.4934
B,0.0569,0.4277,0.4201
M,0.0795,0.2915,0.2689
f,0.0938,0.8584,0.8441
a,0.1357,0.1535,0.1117
c,0.1577,0.3077,0.2856
i,0.0915,0.212,0.2782
l,0.1046,0.5847,0.5716
i,0.0663,0.3683,0.4065
t,0.1171,0.2726,0.2219
y,0.0682,0.1763,0.2252
.,0.0688,1.1547,1.154
s,0.1626,1.3041,1.2104
o,0.0852,0.0243,0.1017
t,0.1263,0.3635,0.3223
h,0.0856,0.1842,0.225
e,0.0808,0.0423,0.0471
m,0.1152,0.6492,0.6148
a,0.1932,0.2018,0.1238
r,0.1009,0.3125,0.4048
i,0.1117,0.1529,0.1421
n,0.112,0.2904,0.2901
e,0.1074,0.1869,0.1916
d,0.0496,0.2365,0.2943
s,0.0959,0.8262,0.7799
c,0.1011,0.5664,0.5612
a,0.1585,0.1961,0.1387
n,0.0841,0.2621,0.3365
b,0.2821,0.8731,0.675
r,0.1663,0.1406,0.2564
e,0.1351,0.2319,0.2632
a,0.1197,0.2507,0.266
h,0.0927,0.3018,0.3289
t,0.1464,0.4359,0.3822
h,0.078,0.0913,0.1597
e,0.0658,0.1267,0.1389
p,0.1331,0.7662,0.699
e,0.128,0.0938,0.0989
r,0.1089,0.8374,0.8566
i,0.0769,0.3117,0.3437
m,0.1383,1.2116,1.1502
e,0.1186,0.1301,0.1497
t,0.1327,0.5214,0.5073
e,0.1258,0.3019,0.3088
r,0.0838,0.2741,0.316
.,0.0724,1.4667,1.4781
t,0.1121,1.5495,1.5098
h,0.0755,0.0874,0.124
e,0.096,0.1381,0.1175
n,0.0845,0.3333,0.3448
t,0.1199,0.5328,0.4974
h,0.0819,0.0937,0.1317
e,0.0816,0.1311,0.1314
y,0.0943,0.1144,0.1018
e,0.1319,1.7884,1.7508
n,0.0834,0.1672,0.2157
t,0.1319,0.3628,0.3143
e,0.1098,0.1236,0.1456
r,0.0771,0.141,0.1737
m,0.0995,3.98,3.9576
e,0.0948,0.1734,0.1781
e,0.0969,0.2059,0.2038
t,0.0731,0.1573,0.1811
w,0.1815,0.7226,0.6142
i,0.1205,0.1474,0.2085
t,0.1196,0.1938,0.1947
h,0.101,0.2164,0.235
t,0.1346,0.5383,0.5048
h,0.0958,0.0808,0.1196
e,0.1304,0.6802,0.6455
a,21.5766,1.9267,0.266
m,0.1352,0.3309,0.2927
e,0.1372,0.2463,0.2444
r,0.1025,0.2824,0.3171
i,0.139,0.3887,0.3523
c,0.1071,0.3443,0.3761
a,0.1231,0.2076,0.1916
n,0.095,0.27,0.2981
s,0.133,1.1487,1.1107
n,0.1001,0.0771,0.11
o,0.1376,0.2777,0.2401
i,0.0975,0.903,0.9431
p,0.07,0.2407,0.2681
p,0.1043,0.1976,0.1633
e,0.1407,0.2448,0.2084
r,0.0976,0.1395,0.1826
t,0.1139,0.6308,0.6145
e,0.1002,0.012,0.0258
a,0.1576,1.309,1.2516
m,0.0728,0.5993,0.6842
a,0.1642,1.6225,1.531
n,0.0965,0.0575,0.1252
d,0.11,0.2048,0.1914
t,0.102,0.5353,0.5433
o,0.1126,0.1933,0.1827
b,0.1693,5.3496,5.2929
u,0.166,0.0866,0.0899
t,0.1287,0.1522,0.1894
2,0.0837,0.6107,0.6557
I,0.1014,1.3115,1.2938
C,0.0671,0.4825,0.5168
B,0.0525,0.5529,0.5675
M,0.0549,0.3593,0.3569
s,0.0969,0.6362,0.5942
a,0.1708,1.5532,1.4793
r,0.1239,0.0651,0.1121
e,0.1021,0.1483,0.1701
l,0.1698,0.7019,0.6342
a,0.1392,0.1181,0.1487
u,0.068,0.3572,0.4284
n,0.085,0.3646,0.3476
c,0.1207,0.5723,0.5366
h,0.108,0.7198,0.7325
e,0.1613,0.1503,0.097
d,0.0828,0.1902,0.2688
a,0.1534,1.2951,1.2244
t,0.0713,0.4742,0.5564
t,0.1409,0.6991,0.6295
h,0.1067,0.0572,0.0914
e,0.1125,0.1799,0.1741
U,0.1147,1.2113,1.2091
S,0.0524,0.3864,0.4487
e,0.1103,0.8598,0.8018
a,0.1364,0.2049,0.1788
s,0.1102,0.2147,0.2409
t,0.1504,0.3045,0.2643
e,0.1276,0.0993,0.1221
r,0.0815,0.1614,0.2075
e,0.0807,0.0517,0.0525
n,0.0785,0.7944,0.7965
s,0.147,1.4995,1.431
e,0.1724,0.1201,0.0947
a,0.0873,0.1821,0.2672
b,0.0815,0.8917,0.8974
o,0.124,0.3017,0.2592
a,0.1427,0.4688,0.45
r,0.1182,0.21,0.2345
d,0.1342,0.1619,0.1459
w,0.157,1.8891,1.8663
h,0.1295,0.7706,0.7981
i,0.2336,0.1802,0.0761
h,0.0911,0.2912,0.4336
c,0.1225,1.0714,1.04
h,0.0957,0.3048,0.3316
c,0.1962,0.8603,0.7598
a,0.1304,0.142,0.2077
n,0.1095,0.1679,0.1888
c,0.1129,0.8599,0.8565
a,0.3944,0.381,0.0995
a,0.2918,0.3194,0.422
u,0.1052,2.3774,2.564
s,0.1575,0.3473,0.295
e,0.1137,0.2263,0.2701
a,0.1326,0.9158,0.8969
n,0.1079,0.1304,0.1551
e,0.1291,1.2744,1.2532
e,0.1112,2.8385,2.8564
u,0.0482,1.2305,1.2936
n,0.0893,0.2396,0.1984
a,0.1655,2.5941,2.5179
n,0.074,0.1162,0.2077
e,0.1639,0.4874,0.3975
s,0.1348,0.2654,0.2945
t,0.1244,0.5528,0.5632
i,0.0822,0.2469,0.2891
m,0.1299,0.3793,0.3316
a,0.1673,0.2326,0.1953
t,0.1644,0.2884,0.2913
e,0.1646,0.1204,0.1202
d,0.0945,0.1732,0.2432
4,0.1156,0.9574,0.9363
0,0.1071,0.7451,0.7536
m,0.161,1.0047,0.9508
i,0.1396,0.0838,0.1053
l,0.0426,0.5312,0.6283
l,0.0768,0.1882,0.1539
i,0.1754,0.4144,0.3158
o,0.2121,0.1926,0.1559
n,0.0616,0.4529,0.6034
a,0.1533,0.994,0.9023
m,0.1095,0.0964,0.1402
e,0.13,0.2982,0.2778
r,0.0902,0.1202,0.1599
i,0.1008,0.4806,0.4701
c,0.0815,0.5282,0.5475
a,0.1387,0.231,0.1738
n,0.0721,0.3134,0.3801
l,0.2348,0.8676,0.7048
i,0.1591,0.1157,0.1914
v,0.1142,0.3615,0.4064
e,0.1131,0.1555,0.1567
s,0.0388,0.3196,0.3938
.,0.0814,1.606,1.5634
t,0.0917,1.6972,1.6869
h,0.1167,0.2946,0.2696
e,0.1431,1.5722,1.5458
y,0.066,0.2863,0.3634
e,0.1598,0.6075,0.5136
n,0.1042,0.3145,0.3701
t,0.1253,0.3554,0.3342
e,0.0972,0.0781,0.1063
r,0.0956,0.1889,0.1905
t,0.1193,0.4937,0.47
h,0.0856,0.1237,0.1574
e,0.0699,0.102,0.1176
f,0.0998,0.649,0.6191
a,0.1208,0.2046,0.1836
c,0.1547,0.7366,0.7027
i,0.0717,0.2008,0.2838
l,0.1088,0.362,0.3249
t,0.1268,0.3549,0.3369
y,0.0781,1.8229,1.8717
t,0.1539,1.9866,1.9108
a,0.1896,1.7131,1.6775
f,0.1138,0.1751,0.2509
t,0.1747,0.2623,0.2013
e,0.1093,0.124,0.1894
r,0.1027,0.174,0.1806
r,0.1291,1.0799,1.0535
e,0.1024,0.12,0.1466
y,0.0716,0.1597,0.1905
t,0.0641,1.483,1.4905
t,0.0765,2.1011,2.0886
a,0.1386,0.3222,0.2602
l,0.0893,0.3242,0.3736
i,0.0969,0.2853,0.2777
n,0.1306,0.2946,0.2608
g,0.1018,0.185,0.2137
i,0.124,1.7648,1.7426
t,0.1116,0.1236,0.136
a,0.1501,0.857,0.8185
b,0.0633,0.2625,0.3492
o,0.2199,0.5094,0.3528
u,0.0823,0.094,0.2317
t,0.0777,0.2,0.2046
t,0.1322,0.7559,0.7014
h,0.0973,0.1033,0.1382
e,0.1149,0.557,0.5394
l,0.1156,1.1443,1.1436
a,0.1314,0.1961,0.1804
u,0.093,0.1917,0.2301
n,0.0763,1.2923,1.309
c,0.1433,0.2498,0.1828
h,0.106,0.099,0.1363
.,0.0411,1.1682,1.2331
M,0.081,5.4473,5.4074
c,0.1207,0.9355,0.8958
t,0.113,0.6405,0.6482
a,0.1362,0.124,0.1008
v,0.125,0.5017,0.5129
i,0.1238,0.3162,0.3175
s,0.1314,0.3153,0.3076
h,0.1163,0.2801,0.2952
g,0.1154,1.5688,1.5697
a,0.1386,0.1552,0.132
s,0.1228,0.4121,0.4279
p,0.1712,2.8797,2.8314
r,0.1227,0.0727,0.1212
i,0.1101,0.256,0.2686
c,0.1035,0.4981,0.5048
e,0.1243,0.1839,0.1631
G,0.0738,2.2958,2.3463
e,0.1432,0.3218,0.2524
r,0.1006,1.1941,1.2368
i,0.0898,0.3082,0.319
i,0.0877,0.2068,0.209
g,0.0859,0.4457,0.4476
s,0.1041,0.2857,0.2674
a,0.1705,2.7735,2.7072
n,0.1242,0.0732,0.1195
d,0.1206,0.1492,0.1528
s,0.1561,0.5057,0.4702
o,0.1422,0.1972,0.211
m,0.1211,0.4211,0.4422
e,0.1297,0.571,0.5623
o,0.0936,0.4073,0.0219
t,0.1399,0.0244,0.4215
o,0.0923,2.362,2.3877
t,0.145,0.2161,0.1634
h,0.1032,0.1526,0.1944
e,0.0901,0.0782,0.0912
r,0.1006,0.258,0.2475
s,0.1654,1.506,1.4412
q,0.0947,0.2286,0.2993
u,0.1141,0.4936,0.4742
a,0.1058,0.1814,0.1898
d,0.1069,0.2618,0.2607
m,0.1194,1.2513,1.2388
e,0.1101,0.1197,0.1291
m,0.0844,0.1876,0.2134
e,0.0599,0.0106,0.035
b,0.1004,2.1861,2.1456
e,0.1332,0.2407,0.2079
r,0.1125,0.2617,0.2823
s,0.1106,0.7272,0.7291
t,0.1543,0.0,0.0
h,0.0945,0.1045,0.1642
e,0.0965,0.1938,0.1919
u,0.0776,0.7615,0.7804
l,0.089,0.7858,0.7744
t,0.114,0.4921,0.4671
r,0.1258,0.134,0.1222
a,0.1032,0.3074,0.33
n,0.0995,0.7032,0.7069
a,0.2086,0.1846,0.0755
t,0.1415,0.9716,1.0388
i,0.1065,0.1824,0.2174
o,0.1741,0.1424,0.0748
n,0.1038,0.2537,0.324
l,0.0918,0.69,0.702
i,0.1197,0.7662,0.7382
s,0.1072,0.8478,0.8604
t,0.0938,0.2009,0.2143
s,0.0843,0.1692,0.1788
p,0.1776,1.5743,1.481
e,0.1346,0.1262,0.1693
r,0.0873,0.2313,0.2785
s,0.1587,1.1556,1.0843
u,0.1228,0.0645,0.1005
e,0.0853,1.3064,1.3439
t,0.1491,0.609,0.5451
h,0.0762,0.0859,0.1588
e,0.0989,0.1296,0.1069
m,0.0898,0.3128,0.3219
a,0.1716,1.0651,0.9833
n,0.122,0.0751,0.1247
d,0.0942,0.1277,0.1554
a,0.1356,0.6606,0.6193
n,0.0812,0.8689,0.9233
e,0.129,0.4535,0.4058
n,0.1109,0.5046,0.5227
e,0.1344,0.212,0.1885
m,0.1122,0.4486,0.4709
y,0.1003,0.4896,0.5015
h,0.1139,1.1348,1.1212
e,0.1147,0.1614,0.1606
l,0.1028,0.4331,0.4451
i,0.0704,0.2348,0.2671
c,0.1098,0.9388,0.8994
o,0.1216,0.16,0.1482
p,0.1641,0.1423,0.0998
t,0.0882,0.1996,0.2755
e,0.1029,0.6401,0.6253
r,0.0974,0.152,0.1576
d,0.0998,1.7302,1.7278
a,0.1452,0.172,0.1265
m,0.1009,0.4358,0.4801
a,0.147,0.1743,0.1282
g,0.1188,0.187,0.2151
e,0.1108,0.2642,0.2722
s,0.0973,0.2624,0.2758
a,0.1111,0.4938,0.48
b,0.0969,0.5318,0.546
r,0.1158,0.2014,0.1825
i,0.1018,0.3286,0.3426
d,0.1388,0.6249,0.5879
g,0.103,0.2242,0.2599
e,0.1275,0.1411,0.1165
v,0.1526,2.6069,2.5818
i,0.1321,0.0833,0.1039
t,0.1252,0.2853,0.2922
a,0.1551,0.1876,0.1577
l,0.0926,0.3418,0.4044
t,0.1348,0.4733,0.4311
i,0.0842,0.1688,0.2194
o,0.075,1.2591,1.2682
t,0.1309,0.577,0.5211
h,0.1094,0.7282,0.7497
e,0.1316,0.4011,0.3789
i,0.1157,0.4809,0.4969
r,0.0924,0.2416,0.2649
e,0.1142,0.6917,0.6699
s,0.1001,0.2592,0.2732
c,0.1001,0.7694,0.7694
a,0.1448,0.1751,0.1305
p,0.1182,0.262,0.2885
e,0.1237,0.235,0.2295
.,0.0894,0.538,0.5724
t,0.1548,0.8188,0.7534
h,0.1029,0.0886,0.1405
e,0.0923,0.1384,0.1489
m,0.119,0.6879,0.6612
e,0.1487,0.1382,0.1085
n,0.0951,0.2397,0.2933
c,0.0808,2.3806,2.395
r,0.1524,0.117,0.0454
a,0.162,0.1722,0.1626
s,0.0743,0.1957,0.2834
h,0.0955,1.4265,1.4052
s,0.1606,1.4255,1.3604
t,0.1083,0.0816,0.1339
r,0.0971,0.2162,0.2274
a,0.1459,0.2435,0.1948
n,0.0975,0.3794,0.4277
d,0.1393,0.3298,0.288
i,0.0998,0.1917,0.2312
n,0.1337,0.2702,0.2363
g,0.1144,0.2293,0.2486
t,0.1451,1.3512,1.3205
h,0.1007,0.0617,0.1061
e,0.1141,0.1759,0.1625
s,0.127,0.9175,0.9045
q,0.1242,0.1821,0.1849
a,0.1149,0.548,0.5573
d,0.0928,0.2323,0.2544
u,0.0771,2.9191,2.9348
a,0.1448,0.2496,0.1819
d,0.1224,0.2491,0.2715
w,0.1135,0.6627,0.6716
i,0.1328,0.2582,0.2388
t,0.1077,0.5143,0.5394
h,0.096,0.2742,0.2859
